Episode,CollisionType,VehicleName,CollisionObjectName,TimeStamp,Duration
10860,vehicle,"Car_3","Car_1",5.81,0.03
10860,vehicle,"Car_1","Car_2",6.51,0.07
10860,vehicle,"Car_2","Car_1",6.51,0.07
10861,static,"Car_0","(OSM id: 598200446)",4.41,0.29
10861,static,"Car_1","(OSM id: 598200425)",4.51,0.29
10861,static,"Car_1","(OSM id: 598200425)",9.61,0.2
10864,static,"Car_1","(OSM id: 640718571)",5.41,0.11
10864,static,"Car_2","(OSM id: 640718571)",5.11,0.15
10864,static,"Car_1","(OSM id: 640718571)",10.81,0.06
10864,static,"Car_2","(OSM id: 640718571)",10.01,0.29
10865,vehicle,"Car_0","Car_3",6.51,0.04
10865,vehicle,"Car_3","Car_0",6.51,0.04
10866,static,"Car_3","(OSM id: 470347361)",3.11,0.48
10867,static,"Car_2","(OSM id: 470346381)",4.61,0.05
10867,static,"Car_4","(OSM id: 470346380)",3.31,0.24
10867,static,"Car_0","(OSM id: 470346381)",4.01,0.32
10867,static,"Car_1","(OSM id: 470346381)",3.81,0.36
10867,static,"Car_2","(OSM id: 470346380)",6.11,0.18
10867,static,"Car_3","(OSM id: 470346380)",3.31,0.47
10867,static,"Car_4","(OSM id: 470346380)",9.21,0.15
10867,static,"Car_2","(OSM id: 470346381)",9.81,0.11
10867,static,"Car_1","(OSM id: 470346381)",9.41,0.22
10867,static,"Car_0","(OSM id: 470346381)",9.51,0.21
10870,vehicle,"Car_0","Car_4",10.11,0.03
10870,vehicle,"Car_4","Car_0",10.11,0.03
10872,static,"Car_3","(OSM id: 770802101)",4.11,0.1
10872,static,"Car_1","(OSM id: 770802098)",3.91,0.14
10872,static,"Car_0","(OSM id: 770802097)",3.81,0.24
10872,static,"Car_2","(OSM id: 770802100)",4.01,0.25
10872,static,"Car_1","(OSM id: 770802100)",7.01,0.0
10872,static,"Car_1","(OSM id: 770802099)",5.01,0.23
10872,static,"Car_3","(OSM id: 770802102)",4.81,0.27
10872,static,"Car_3","(OSM id: 770802103)",6.81,0.07
10872,static,"Car_2","(OSM id: 770802101)",6.11,0.16
10872,static,"Car_0","(OSM id: 770802098)",5.91,0.19
10872,static,"Car_3","(OSM id: 770802101)",9.61,0.07
10872,static,"Car_1","(OSM id: 770802098)",9.51,0.1
10872,static,"Car_2","(OSM id: 770802100)",9.51,0.18
10872,static,"Car_3","(OSM id: 770802102)",10.11,0.12
10872,static,"Car_1","(OSM id: 770802099)",10.31,0.1
10872,static,"Car_0","(OSM id: 770802097)",9.81,0.19
10875,static,"Car_1","(OSM id: 470347206)",0.01,0.39
10875,vehicle,"Car_0","Car_1",3.61,0.09
10875,vehicle,"Car_1","Car_0",3.61,0.09
10875,static,"Car_0","(OSM id: 470347206)",4.91,0.26
10875,static,"Car_1","(OSM id: 470347206)",8.01,0.16
10875,vehicle,"Car_0","Car_1",9.51,0.02
10875,vehicle,"Car_1","Car_0",9.51,0.02
10875,static,"Car_0","(OSM id: 470347206)",10.21,0.06
10878,static,"Car_1","(OSM id: 530944737)",11.11,0.24
10880,static,"Car_2","(OSM id: 470347252)",2.61,0.37
10880,static,"Car_1","(OSM id: 470347252)",2.51,0.57
10888,vehicle,"Car_1","Car_3",6.01,0.02
10888,vehicle,"Car_3","Car_1",6.01,0.02
10888,static,"Car_1","(OSM id: 470345856)",11.41,0.23
10889,static,"Car_0","(OSM id: 470817156)",6.61,0.14
10889,static,"Car_1","(OSM id: 470817156)",5.31,0.29
10889,static,"Car_2","(OSM id: 470832710)",7.11,0.11
10889,static,"Car_1","(OSM id: 470817156)",10.71,0.04
10890,static,"Car_0","Staples(OSM id: 297311373)",4.51,0.29
10891,vehicle,"Car_1","Car_2",11.41,0.12
10891,vehicle,"Car_2","Car_1",11.41,0.12
10892,static,"Car_3","(OSM id: 645788323)",5.41,0.03
10892,static,"Car_1","(OSM id: 645788323)",5.51,0.04
10892,static,"Car_0","(OSM id: 645787550)",4.81,0.21
10892,static,"Car_2","(OSM id: 645787453)",5.61,0.21
10892,static,"Car_3","(OSM id: 645788323)",10.21,0.13
10892,static,"Car_4","(OSM id: 645788308)",10.21,0.14
10892,static,"Car_2","(OSM id: 645787453)",11.11,0.06
10892,static,"Car_0","(OSM id: 645787550)",10.01,0.18
10892,static,"Car_1","(OSM id: 645788323)",10.21,0.18
10894,static,"Car_3","(OSM id: 645791917)",10.41,0.03
10894,static,"Car_3","(OSM id: 645791294)",11.21,0.13
10895,static,"Car_0","Pavillion Bank(OSM id: 470347284)",0.01,0.39
10895,static,"Car_0","Pavillion Bank(OSM id: 470347284)",8.41,0.11
10897,static,"Car_0","Northside Building 4(OSM id: 598197602)",4.01,0.09
10897,static,"Car_4","(OSM id: 598197592)",4.61,0.23
10897,static,"Car_0","Northside Building 3(OSM id: 598197601)",5.31,0.23
10897,static,"Car_0","Northside Building 4(OSM id: 598197602)",9.71,0.07
10900,vehicle,"Car_0","Car_2",4.41,0.07
10900,vehicle,"Car_2","Car_0",4.41,0.07
10900,vehicle,"Car_0","Car_2",9.71,0.02
10900,vehicle,"Car_2","Car_0",9.71,0.02
10900,vehicle,"Car_0","Car_3",12.61,0.11
10900,vehicle,"Car_3","Car_0",12.61,0.11
10902,static,"Car_1","(OSM id: 770802131)",4.11,0.15
10902,static,"Car_0","(OSM id: 770802090)",3.51,0.42
10902,static,"Car_0","(OSM id: 770802090)",9.31,0.12
10902,static,"Car_1","(OSM id: 770802131)",9.61,0.11
10902,static,"Car_0","(OSM id: 770802091)",10.41,0.15
10904,static,"Car_2","(OSM id: 645791120)",5.31,0.08
10904,static,"Car_1","(OSM id: 645791589)",5.01,0.16
10904,static,"Car_2","(OSM id: 645791120)",10.11,0.15
10904,static,"Car_1","(OSM id: 645791589)",10.51,0.12
10907,static,"Car_1","(OSM id: 598197624)",3.81,0.23
10908,static,"Car_0","(OSM id: 598179096)",3.51,0.33
10908,static,"Car_1","(OSM id: 598179097)",3.51,0.41
10908,static,"Car_0","(OSM id: 598179097)",6.51,0.11
10908,static,"Car_1","(OSM id: 598179097)",9.31,0.18
10908,static,"Car_0","(OSM id: 598179096)",9.31,0.2
10910,static,"Car_3","(OSM id: 470347233)",4.11,0.32
10910,static,"Car_2","(OSM id: 470347233)",4.01,0.34
10910,static,"Car_1","(OSM id: 470347233)",5.41,0.23
10910,static,"Car_2","(OSM id: 470347233)",9.51,0.2
10910,static,"Car_3","(OSM id: 470347233)",9.61,0.2
10911,static,"Car_1","(OSM id: 470347252)",2.51,0.57
10911,static,"Car_2","(OSM id: 470347252)",2.61,0.58
10911,static,"Car_2","(OSM id: 470347252)",9.11,0.43
10911,vehicle,"Car_1","Car_2",12.01,0.19
10911,vehicle,"Car_2","Car_1",12.01,0.19
10912,static,"Car_3","Police (PD)(OSM id: 308345596)",5.01,0.17
10912,static,"Car_3","Police (PD)(OSM id: 308345596)",10.41,0.23
10913,static,"Car_2","(OSM id: 645791276)",5.11,0.16
10913,static,"Car_4","(OSM id: 645791863)",4.41,0.24
10913,static,"Car_2","(OSM id: 645791276)",10.41,0.15
10913,static,"Car_4","(OSM id: 645791863)",10.11,0.24
10915,static,"Car_1","(OSM id: 131170997)",4.71,0.16
10915,static,"Car_1","Tom Thumb(OSM id: 131170995)",5.71,0.11
10915,static,"Car_4","Tom Thumb(OSM id: 131170995)",4.81,0.21
10915,static,"Car_1","(OSM id: 131170997)",9.91,0.28
10917,static,"Car_1","(OSM id: 646111467)",10.41,0.09
10918,static,"Car_3","(OSM id: 470346203)",4.31,0.24
10918,static,"Car_0","(OSM id: 470346203)",3.91,0.33
10918,static,"Car_0","(OSM id: 470346203)",9.41,0.31
10918,static,"Car_3","(OSM id: 470346203)",9.61,0.38
10920,vehicle,"Car_2","Car_3",4.51,0.06
10920,vehicle,"Car_3","Car_2",4.51,0.06
10920,static,"Car_2","(OSM id: 598179100)",2.71,0.34
10920,static,"Car_0","(OSM id: 598179098)",2.61,0.37
10920,vehicle,"Car_1","Car_3",6.31,0.0
10920,vehicle,"Car_3","Car_1",6.31,0.0
10920,static,"Car_0","(OSM id: 598179100)",7.01,0.03
10920,static,"Car_3","(OSM id: 598179100)",3.51,0.41
10920,static,"Car_4","(OSM id: 598179100)",3.51,0.41
10920,static,"Car_1","(OSM id: 598179100)",5.41,0.29
10920,vehicle,"Car_2","Car_3",9.71,0.02
10920,vehicle,"Car_3","Car_2",9.71,0.02
10920,static,"Car_3","(OSM id: 598179100)",9.31,0.17
10920,static,"Car_4","(OSM id: 598179100)",9.31,0.17
10920,vehicle,"Car_1","Car_4",11.31,0.01
10920,vehicle,"Car_4","Car_1",11.31,0.01
10920,static,"Car_2","(OSM id: 598179100)",9.01,0.28
10920,vehicle,"Car_0","Car_4",11.51,0.06
10920,vehicle,"Car_4","Car_0",11.51,0.06
10920,static,"Car_0","(OSM id: 598179098)",9.01,0.36
10921,static,"Car_1","(OSM id: 598200425)",10.41,0.25
10921,static,"Car_3","(OSM id: 598200425)",10.41,0.31
10922,vehicle,"Car_0","Car_1",4.41,0.08
10922,vehicle,"Car_1","Car_0",4.41,0.08
10922,vehicle,"Car_0","Car_1",9.71,0.03
10922,vehicle,"Car_1","Car_0",9.71,0.03
10924,static,"Car_1","(OSM id: 645787720)",4.51,0.03
10924,static,"Car_2","(OSM id: 645787583)",5.21,0.08
10924,static,"Car_0","(OSM id: 645787720)",5.91,0.12
10924,static,"Car_3","(OSM id: 645787939)",6.21,0.12
10924,static,"Car_1","(OSM id: 645787720)",9.81,0.05
10924,static,"Car_3","(OSM id: 645787583)",10.21,0.07
10924,static,"Car_2","(OSM id: 645787583)",10.31,0.14
10925,static,"Car_4","(OSM id: 470346268)",10.81,0.08
10925,static,"Car_3","(OSM id: 476979381)",11.21,0.28
10925,static,"Car_0","(OSM id: 476979383)",10.81,1.2
10927,static,"Car_0","(OSM id: 646111467)",10.41,0.31
10929,static,"Car_1","(OSM id: 543572366)",4.71,0.23
10929,static,"Car_0","(OSM id: 543572366)",5.01,0.24
10930,vehicle,"Car_1","Car_3",7.01,0.01
10930,vehicle,"Car_3","Car_1",7.01,0.01
10930,static,"Car_4","(OSM id: 770802118)",12.21,0.08
10931,static,"Car_0","(OSM id: 598197624)",4.41,0.26
10931,static,"Car_2","(OSM id: 598197624)",4.71,0.23
10932,vehicle,"Car_0","Car_1",4.01,0.04
10932,vehicle,"Car_1","Car_0",4.01,0.04
10932,vehicle,"Car_0","Car_1",9.51,0.02
10932,vehicle,"Car_1","Car_0",9.51,0.02
10934,static,"Car_0","(OSM id: 543572366)",4.11,0.31
10934,static,"Car_1","(OSM id: 543572366)",10.21,0.0
10936,static,"Car_2","(OSM id: 645787669)",4.61,0.1
10936,vehicle,"Car_2","Car_3",5.31,0.04
10936,vehicle,"Car_3","Car_2",5.31,0.04
10936,static,"Car_1","(OSM id: 645787669)",5.51,0.15
10936,static,"Car_3","(OSM id: 645787669)",5.41,0.33
10936,static,"Car_1","(OSM id: 645787669)",11.01,0.05
10936,static,"Car_2","(OSM id: 645787669)",9.81,0.18
10937,static,"Car_4","56(OSM id: 308345588)",5.21,0.01
10937,static,"Car_1","57(OSM id: 308345592)",5.11,0.14
10937,static,"Car_3","56(OSM id: 308345588)",4.91,0.17
10937,static,"Car_2","56(OSM id: 308345588)",5.01,0.16
10937,static,"Car_0","57(OSM id: 308345592)",5.61,0.1
10937,static,"Car_4","56(OSM id: 308345588)",5.51,0.16
10937,static,"Car_2","56(OSM id: 308345588)",10.01,0.27
10937,static,"Car_3","56(OSM id: 308345588)",10.11,0.3
10937,static,"Car_4","56(OSM id: 308345588)",10.21,0.31
10938,vehicle,"Car_0","Car_2",4.41,0.02
10938,vehicle,"Car_2","Car_0",4.41,0.02
10938,vehicle,"Car_0","Car_2",9.81,0.0
10938,vehicle,"Car_2","Car_0",9.81,0.0
10940,static,"Car_2","(OSM id: 598200425)",4.01,0.32
10940,static,"Car_0","(OSM id: 598200425)",6.21,0.13
10940,static,"Car_3","(OSM id: 598200446)",10.51,0.31
10940,static,"Car_1","(OSM id: 598200446)",10.71,0.31
10941,vehicle,"Car_0","Car_3",4.61,0.08
10941,vehicle,"Car_3","Car_0",4.61,0.08
10941,static,"Car_1","Richardson Bike Mart(OSM id: 452512140)",3.01,0.48
10941,vehicle,"Car_2","Car_3",9.61,0.0
10941,vehicle,"Car_3","Car_2",9.61,0.0
10941,vehicle,"Car_0","Car_3",10.11,0.0
10941,vehicle,"Car_3","Car_0",10.11,0.0
10942,static,"Car_1","(OSM id: 470347290)",3.91,0.36
10942,static,"Car_0","(OSM id: 598179104)",5.71,0.2
10942,static,"Car_1","(OSM id: 470347290)",9.51,0.24
10943,vehicle,"Car_0","Car_2",5.31,0.06
10943,vehicle,"Car_2","Car_0",5.31,0.06
10944,static,"Car_2","(OSM id: 645787973)",4.31,0.0
10944,vehicle,"Car_2","Car_3",4.41,0.02
10944,vehicle,"Car_3","Car_2",4.41,0.02
10944,static,"Car_4","(OSM id: 645787973)",4.61,0.0
10944,vehicle,"Car_1","Car_3",5.31,0.05
10944,vehicle,"Car_3","Car_1",5.31,0.05
10944,static,"Car_1","(OSM id: 645787973)",4.01,0.28
10944,static,"Car_3","(OSM id: 645787973)",3.91,0.32
10944,static,"Car_4","(OSM id: 645788015)",5.01,0.23
10944,static,"Car_0","(OSM id: 645787973)",5.11,0.23
10944,static,"Car_2","(OSM id: 645787773)",7.41,0.0
10944,static,"Car_4","(OSM id: 645787973)",9.81,0.04
10944,static,"Car_1","(OSM id: 645787973)",9.51,0.19
10944,static,"Car_0","(OSM id: 645787973)",10.41,0.1
10944,static,"Car_3","(OSM id: 645787973)",9.51,0.23
10944,static,"Car_4","(OSM id: 645788015)",10.41,0.14
10944,static,"Car_1","(OSM id: 645788015)",11.41,0.2
10948,static,"Car_1","(OSM id: 598197624)",5.21,0.2
10952,static,"Car_2","(OSM id: 470346805)",5.01,0.08
10952,static,"Car_2","(OSM id: 470346805)",10.01,0.12
10953,static,"Car_0","(OSM id: 452512823)",4.91,0.21
10953,static,"Car_0","(OSM id: 452512823)",10.21,0.23
10956,vehicle,"Car_1","Car_2",9.71,0.0
10956,vehicle,"Car_2","Car_1",9.71,0.0
10957,vehicle,"Car_0","Car_4",10.11,0.0
10957,vehicle,"Car_4","Car_0",10.11,0.0
10958,static,"Car_4","(OSM id: 645787941)",4.61,0.14
10958,static,"Car_3","(OSM id: 645787983)",5.41,0.07
10958,static,"Car_2","(OSM id: 645787926)",5.21,0.11
10958,static,"Car_0","(OSM id: 645787926)",5.41,0.11
10958,static,"Car_1","(OSM id: 645787941)",5.41,0.16
10958,static,"Car_2","(OSM id: 645787495)",6.51,0.06
10958,static,"Car_3","(OSM id: 645787983)",10.61,0.08
10958,static,"Car_4","(OSM id: 645787941)",9.81,0.17
10958,static,"Car_1","(OSM id: 645787941)",10.81,0.07
10958,static,"Car_2","(OSM id: 645787926)",10.31,0.13
10958,static,"Car_0","(OSM id: 645787926)",10.71,0.14
10959,static,"Car_3","(OSM id: 640718570)",3.91,0.0
10959,vehicle,"Car_1","Car_3",7.01,0.05
10959,vehicle,"Car_3","Car_1",7.01,0.05
10959,static,"Car_2","(OSM id: 640718570)",5.71,0.21
10959,static,"Car_3","(OSM id: 640718616)",11.11,0.11
10959,static,"Car_0","(OSM id: 640718570)",10.81,0.31
10959,static,"Car_1","(OSM id: 640718570)",10.91,0.32
10961,static,"Car_2","(OSM id: 470346347)",3.71,0.38
10961,static,"Car_1","(OSM id: 470346347)",4.91,0.27
10961,static,"Car_2","(OSM id: 470346347)",9.41,0.39
10964,vehicle,"Car_2","Car_4",9.71,0.0
10964,vehicle,"Car_4","Car_2",9.71,0.0
10968,static,"Car_1","(OSM id: 770802122)",10.71,0.1
10968,static,"Car_2","(OSM id: 770802121)",11.11,0.28
10969,static,"Car_1","23(OSM id: 309478224)",5.71,0.19
10969,static,"Car_0","Phase 2 Clubhouse(OSM id: 309478234)",10.81,0.21
10970,static,"Car_1","CVS Pharmacy(OSM id: 530944741)",4.31,0.3
10970,static,"Car_0","(OSM id: 530944742)",1.91,0.68
10970,static,"Car_0","(OSM id: 530944742)",9.11,0.23
10972,static,"Car_0","(OSM id: 598200453)",2.91,0.48
10972,static,"Car_0","(OSM id: 598200453)",9.11,0.17
10972,static,"Car_2","(OSM id: 645787753)",11.41,0.11
10975,static,"Car_4","(OSM id: 598200445)",3.51,0.4
10975,static,"Car_3","(OSM id: 598200445)",3.71,0.38
10975,static,"Car_1","(OSM id: 530944743)",6.71,0.08
10975,static,"Car_4","(OSM id: 598200445)",9.31,0.1
10975,static,"Car_3","(OSM id: 598200445)",9.41,0.09
10977,vehicle,"Car_1","Car_2",10.31,0.03
10977,vehicle,"Car_2","Car_1",10.31,0.03
10978,static,"Car_3","Circle K(OSM id: 452517653)",4.51,0.26
10978,static,"Car_1","Circle K(OSM id: 452517653)",4.61,0.25
10978,static,"Car_3","Circle K(OSM id: 452517653)",9.81,0.41
10979,vehicle,"Car_0","Car_3",3.01,0.07
10979,vehicle,"Car_3","Car_0",3.01,0.07
10979,vehicle,"Car_0","Car_3",9.21,0.02
10979,vehicle,"Car_3","Car_0",9.21,0.02
10980,vehicle,"Car_0","Car_3",9.81,0.0
10980,vehicle,"Car_3","Car_0",9.81,0.0
10982,static,"Car_1","Parking Structure 4(OSM id: 134921833)",0.01,0.09
10982,static,"Car_1","Parking Structure 4(OSM id: 134921833)",5.81,0.28
10983,static,"Car_0","(OSM id: 598197638)",4.41,0.27
10983,static,"Car_0","(OSM id: 598197638)",9.71,0.13
10984,static,"Car_0","(OSM id: 645788316)",5.81,0.02
10984,static,"Car_1","(OSM id: 645765986)",5.71,0.12
10984,static,"Car_1","(OSM id: 645765986)",11.31,0.05
10985,static,"Car_4","Parking Structure 3(OSM id: 404975608)",4.41,0.26
10985,static,"Car_0","Parking Structure 3(OSM id: 404975608)",4.71,0.25
10985,static,"Car_1","Parking Structure 3(OSM id: 404975608)",4.31,0.3
10986,vehicle,"Car_2","Car_4",3.61,0.07
10986,vehicle,"Car_4","Car_2",3.61,0.07
10986,vehicle,"Car_2","Car_4",9.41,0.04
10986,vehicle,"Car_4","Car_2",9.41,0.04
10987,static,"Car_1","(OSM id: 470346582)",4.51,0.26
10987,static,"Car_2","(OSM id: 470346582)",4.51,0.26
10987,static,"Car_0","(OSM id: 470346582)",4.51,0.29
10987,static,"Car_1","(OSM id: 470346582)",9.71,0.2
10987,static,"Car_2","(OSM id: 470346582)",9.71,0.21
10987,static,"Car_0","(OSM id: 470346582)",10.01,0.18
10987,static,"Car_0","(OSM id: 470346536)",12.21,0.36
10988,static,"Car_1","(OSM id: 645791836)",4.71,0.14
10988,static,"Car_2","(OSM id: 645791157)",5.11,0.18
10988,static,"Car_2","(OSM id: 645791157)",10.41,0.08
10988,static,"Car_1","(OSM id: 645791836)",10.11,0.13
10989,vehicle,"Car_0","Car_1",4.91,0.1
10989,vehicle,"Car_1","Car_0",4.91,0.1
10989,vehicle,"Car_0","Car_1",10.01,0.02
10989,vehicle,"Car_1","Car_0",10.01,0.02
10994,static,"Car_0","(OSM id: 452514257)",4.71,0.24
10994,static,"Car_0","(OSM id: 452514257)",9.81,0.24
10996,static,"Car_2","(OSM id: 646111164)",4.71,0.11
10996,static,"Car_0","(OSM id: 646111164)",4.91,0.21
10996,static,"Car_2","(OSM id: 646111164)",9.81,0.21
10996,static,"Car_0","(OSM id: 646111164)",10.21,0.17
10996,static,"Car_1","(OSM id: 646110889)",11.01,0.21
10997,static,"Car_3","(OSM id: 646111299)",4.91,0.08
10997,static,"Car_4","(OSM id: 646111325)",5.01,0.12
10997,static,"Car_3","(OSM id: 646111325)",5.61,0.11
10997,static,"Car_2","(OSM id: 646111299)",5.51,0.16
10997,static,"Car_3","(OSM id: 646111299)",9.91,0.11
10997,static,"Car_4","(OSM id: 646111325)",10.01,0.19
10997,static,"Car_3","(OSM id: 646111325)",11.21,0.14
10997,static,"Car_2","(OSM id: 646111299)",11.81,0.09
10997,static,"Car_1","(OSM id: 646110978)",10.31,0.27
10997,static,"Car_0","(OSM id: 646111007)",10.21,0.3
10999,vehicle,"Car_0","Car_1",5.81,0.02
10999,vehicle,"Car_1","Car_0",5.81,0.02
11000,vehicle,"Car_0","Car_2",4.01,0.09
11000,vehicle,"Car_2","Car_0",4.01,0.09
11000,vehicle,"Car_0","Car_2",9.61,0.03
11000,vehicle,"Car_2","Car_0",9.61,0.03
11001,static,"Car_0","(OSM id: 470347235)",3.61,0.2
11001,static,"Car_2","(OSM id: 598179050)",3.61,0.26
11001,static,"Car_4","(OSM id: 598179043)",4.11,0.29
11001,static,"Car_1","(OSM id: 598179050)",3.41,0.39
11001,static,"Car_3","(OSM id: 598179043)",4.71,0.28
11001,static,"Car_0","(OSM id: 470347242)",5.81,0.18
11001,static,"Car_2","(OSM id: 598179043)",6.31,0.14
11001,static,"Car_0","(OSM id: 470347235)",9.31,0.12
11001,static,"Car_1","(OSM id: 598179050)",9.31,0.19
11001,static,"Car_2","(OSM id: 598179050)",9.31,0.2
11001,static,"Car_4","(OSM id: 598179043)",9.51,0.18
11001,static,"Car_3","(OSM id: 598179043)",10.51,0.09
11005,static,"Car_0","Residence Hall Southwest(OSM id: 263733066)",4.61,0.25
11005,static,"Car_1","Residence Hall Southwest(OSM id: 263733066)",4.31,0.29
11005,static,"Car_0","Residence Hall Southwest(OSM id: 263733066)",9.71,0.21
11005,static,"Car_1","Residence Hall Southwest(OSM id: 263733066)",9.81,0.21
11006,static,"Car_1","(OSM id: 645787631)",11.11,0.22
11009,vehicle,"Car_2","Car_3",5.31,0.05
11009,vehicle,"Car_3","Car_2",5.31,0.05
11012,static,"Car_1","(OSM id: 598197592)",4.61,0.24
11012,static,"Car_0","Northside Building 9(OSM id: 598197591)",6.11,0.24
11013,static,"Car_3","(OSM id: 645788200)",10.31,0.15
11013,static,"Car_1","(OSM id: 645788273)",10.61,0.13
11017,static,"Car_1","(OSM id: 452512824)",11.21,0.23
11019,vehicle,"Car_1","Car_2",5.81,0.08
11019,vehicle,"Car_2","Car_1",5.81,0.08
11019,vehicle,"Car_1","Car_2",10.61,0.0
11019,vehicle,"Car_2","Car_1",10.61,0.0
11020,static,"Car_2","Valero(OSM id: 470346857)",2.91,0.08
11020,static,"Car_3","Valero(OSM id: 470346857)",2.31,0.36
11020,static,"Car_2","Valero(OSM id: 470346857)",4.81,0.22
11020,static,"Car_0","Valero(OSM id: 470346857)",6.31,0.18
11020,static,"Car_2","Valero(OSM id: 470346857)",8.01,0.02
11020,static,"Car_2","Valero(OSM id: 470346857)",9.01,0.04
11020,static,"Car_3","Valero(OSM id: 470346857)",8.91,0.17
11020,static,"Car_2","Valero(OSM id: 470346857)",10.11,0.06
11021,static,"Car_0","(OSM id: 645788269)",5.81,0.03
11021,static,"Car_1","(OSM id: 645788269)",5.01,0.12
11021,static,"Car_1","(OSM id: 645788269)",10.01,0.1
11023,static,"Car_1","(OSM id: 645791451)",5.51,0.07
11023,static,"Car_3","(OSM id: 645791585)",5.11,0.19
11023,static,"Car_2","(OSM id: 645791628)",5.51,0.24
11023,static,"Car_0","(OSM id: 645791451)",10.71,0.07
11023,static,"Car_3","(OSM id: 645791585)",10.01,0.15
11023,static,"Car_1","(OSM id: 645791451)",10.31,0.17
11030,static,"Car_1","Residence Hall Northwest(OSM id: 258038936)",4.81,0.11
11030,static,"Car_1","Residence Hall Northwest(OSM id: 258038936)",9.91,0.09
11032,static,"Car_2","Melrose Drive Church of Christ(OSM id: 598172394)",4.71,0.11
11032,static,"Car_1","Melrose Drive Church of Christ(OSM id: 598172394)",4.81,0.21
11032,static,"Car_0","Melrose Drive Church of Christ(OSM id: 598172394)",5.41,0.15
11032,static,"Car_2","Melrose Drive Church of Christ(OSM id: 598172394)",10.01,0.16
11032,static,"Car_1","Melrose Drive Church of Christ(OSM id: 598172394)",9.91,0.24
11032,static,"Car_0","Melrose Drive Church of Christ(OSM id: 598172394)",10.91,0.15
11033,static,"Car_1","(OSM id: 530944743)",6.31,0.14
11033,static,"Car_1","(OSM id: 530944743)",13.61,1.16
11034,vehicle,"Car_1","Car_2",4.71,0.07
11034,vehicle,"Car_2","Car_1",4.71,0.07
11034,vehicle,"Car_1","Car_2",9.91,0.01
11034,vehicle,"Car_2","Car_1",9.91,0.01
11035,static,"Car_1","(OSM id: 645787516)",4.91,0.13
11035,static,"Car_1","(OSM id: 645787538)",6.31,0.03
11035,static,"Car_0","(OSM id: 645787516)",5.01,0.18
11035,static,"Car_2","(OSM id: 645787538)",4.91,0.21
11035,static,"Car_0","(OSM id: 645787516)",10.01,0.17
11035,static,"Car_1","(OSM id: 645787516)",10.01,0.22
11035,static,"Car_2","(OSM id: 645787538)",10.11,0.21
11037,vehicle,"Car_0","Car_2",4.61,0.0
11037,vehicle,"Car_2","Car_0",4.61,0.0
11037,static,"Car_3","(OSM id: 470346203)",3.61,0.36
11037,vehicle,"Car_0","Car_2",9.71,0.03
11037,vehicle,"Car_2","Car_0",9.71,0.03
11037,static,"Car_3","(OSM id: 470346203)",9.41,0.4
11038,static,"Car_1","(OSM id: 945247305)",3.61,0.23
11038,static,"Car_1","(OSM id: 701424534)",5.81,0.22
11038,static,"Car_0","(OSM id: 945247307)",6.31,0.17
11038,static,"Car_1","(OSM id: 945247305)",9.61,0.14
11038,static,"Car_1","(OSM id: 701424534)",11.21,0.09
11040,static,"Car_1","(OSM id: 613166647)",6.51,0.09
11041,static,"Car_1","(OSM id: 470346347)",4.61,0.14
11042,static,"Car_2","(OSM id: 645791058)",5.01,0.0
11042,static,"Car_1","(OSM id: 645791058)",5.71,0.07
11042,static,"Car_2","(OSM id: 645791058)",10.01,0.08
11042,static,"Car_0","(OSM id: 645791216)",10.41,0.11
11042,static,"Car_1","(OSM id: 645791058)",10.81,0.14
11042,static,"Car_0","(OSM id: 645791216)",12.11,0.09
11042,static,"Car_3","(OSM id: 645791377)",10.41,0.29
11043,static,"Car_1","(OSM id: 645787456)",4.71,0.11
11043,static,"Car_3","(OSM id: 645788349)",5.01,0.17
11043,static,"Car_4","(OSM id: 645787456)",6.01,0.07
11043,static,"Car_0","(OSM id: 645787456)",6.01,0.1
11043,static,"Car_1","(OSM id: 645787456)",9.91,0.11
11043,static,"Car_3","(OSM id: 645788349)",10.01,0.18
11047,static,"Car_1","(OSM id: 452514263)",5.01,0.16
11047,static,"Car_0","(OSM id: 452514263)",4.91,0.21
11047,static,"Car_1","(OSM id: 452514263)",10.01,0.18
11047,static,"Car_0","(OSM id: 452514263)",10.11,0.27
11048,vehicle,"Car_0","Car_2",2.61,0.12
11048,vehicle,"Car_2","Car_0",2.61,0.12
11048,vehicle,"Car_0","Car_2",9.01,0.04
11048,vehicle,"Car_2","Car_0",9.01,0.04
11048,static,"Car_2","(OSM id: 546843092)",12.11,0.19
11049,static,"Car_2","(OSM id: 452512824)",4.91,0.06
11049,static,"Car_0","(OSM id: 452512824)",4.81,0.21
11049,static,"Car_2","(OSM id: 452512824)",10.21,0.68
11049,static,"Car_0","(OSM id: 452512824)",9.91,1.95
11051,static,"Car_1","(OSM id: 470347294)",2.91,0.39
11051,static,"Car_0","(OSM id: 470347294)",5.71,0.23
11051,static,"Car_1","(OSM id: 470347294)",9.11,0.26
11052,vehicle,"Car_2","Car_3",3.91,0.02
11052,vehicle,"Car_3","Car_2",3.91,0.02
11052,vehicle,"Car_1","Car_3",6.41,0.0
11052,vehicle,"Car_3","Car_1",6.41,0.0
11052,vehicle,"Car_2","Car_3",9.41,0.02
11052,vehicle,"Car_3","Car_2",9.41,0.02
11052,vehicle,"Car_1","Car_4",11.01,0.05
11052,vehicle,"Car_4","Car_1",11.01,0.05
11052,vehicle,"Car_0","Car_4",11.61,0.03
